instance,instance_size,solver,time_ext_mean,time_ext_median,time_ext_std,time_ext_min,time_ext_max,obj_best,obj_mean,obj_std,gap_mean,status_last,successful_runs,total_runs
c10400.dat,4000,cbc,100.77754473686218,100.77754473686218,0.0,100.77754473686218,100.77754473686218,5614.0,5614.0,,,limit,1,1
d10400.dat,4000,gurobi,100.13571238517761,100.13571238517761,0.0,100.13571238517761,100.13571238517761,24971.0,24971.0,,,limit,1,1
d10400.dat,4000,cplex,100.96281957626343,100.96281957626343,0.0,100.96281957626343,100.96281957626343,24976.00000000023,24976.00000000023,,,limit,1,1
d10400.dat,4000,xpress,100.42847657203674,100.42847657203674,0.0,100.42847657203674,100.42847657203674,24982.0,24982.0,,,limit,1,1
d10400.dat,4000,highs,100.17591071128845,100.17591071128845,0.0,100.17591071128845,100.17591071128845,24997.000000000004,24997.000000000004,,,limit,1,1
d10400.dat,4000,scip,100.97865700721741,100.97865700721741,0.0,100.97865700721741,100.97865700721741,25012.0,25012.0,,,limit,1,1
d10400.dat,4000,cbc,100.67025089263916,100.67025089263916,0.0,100.67025089263916,100.67025089263916,25105.0,25105.0,,,limit,1,1
e10400.dat,4000,gurobi,5.878817081451416,5.878817081451416,0.0,5.878817081451416,5.878817081451416,45748.0,45748.0,,,solved,1,1
e10400.dat,4000,cplex,3.303873300552368,3.303873300552368,0.0,3.303873300552368,3.303873300552368,45748.0,45748.0,,,solved,1,1
e10400.dat,4000,xpress,4.588437557220459,4.588437557220459,0.0,4.588437557220459,4.588437557220459,45746.00000000004,45746.00000000004,,,solved,1,1
e10400.dat,4000,highs,20.74477195739746,20.74477195739746,0.0,20.74477195739746,20.74477195739746,45748.999999999985,45748.999999999985,,,solved,1,1
e10400.dat,4000,scip,61.70504927635193,61.70504927635193,0.0,61.70504927635193,61.70504927635193,45746.0,45746.0,,,solved,1,1
e10400.dat,4000,cbc,102.10430955886841,102.10430955886841,0.0,102.10430955886841,102.10430955886841,,,,,TIMEOUT,1,1
a20100.dat,2000,gurobi,0.10318493843078613,0.10318493843078613,0.0,0.10318493843078613,0.10318493843078613,1158.0,1158.0,,,solved,1,1
a20100.dat,2000,cplex,0.1085212230682373,0.1085212230682373,0.0,0.1085212230682373,0.1085212230682373,1158.0,1158.0,,,solved,1,1
a20100.dat,2000,xpress,0.09993886947631836,0.09993886947631836,0.0,0.09993886947631836,0.09993886947631836,1158.0,1158.0,,,solved,1,1
a20100.dat,2000,highs,0.19613146781921387,0.19613146781921387,0.0,0.19613146781921387,0.19613146781921387,1158.0,1158.0,,,solved,1,1
a20100.dat,2000,scip,0.1620485782623291,0.1620485782623291,0.0,0.1620485782623291,0.1620485782623291,1158.0,1158.0,,,solved,1,1
a20100.dat,2000,cbc,0.1151742935180664,0.1151742935180664,0.0,0.1151742935180664,0.1151742935180664,1158.0,1158.0,,,solved,1,1
b20100.dat,2000,gurobi,0.2392723560333252,0.2392723560333252,0.0,0.2392723560333252,0.2392723560333252,1166.0,1166.0,,,solved,1,1
b20100.dat,2000,cplex,0.2513267993927002,0.2513267993927002,0.0,0.2513267993927002,0.2513267993927002,1166.0,1166.0,,,solved,1,1
b20100.dat,2000,xpress,0.24821686744689941,0.24821686744689941,0.0,0.24821686744689941,0.24821686744689941,1166.0,1166.0,,,solved,1,1
b20100.dat,2000,highs,0.6697821617126465,0.6697821617126465,0.0,0.6697821617126465,0.6697821617126465,1166.0,1166.0,,,solved,1,1
b20100.dat,2000,scip,0.4696464538574219,0.4696464538574219,0.0,0.4696464538574219,0.4696464538574219,1166.0,1166.0,,,solved,1,1
b20100.dat,2000,cbc,0.8247096538543701,0.8247096538543701,0.0,0.8247096538543701,0.8247096538543701,1166.0,1166.0,,,solved,1,1
c20100.dat,2000,gurobi,0.7613511085510254,0.7613511085510254,0.0,0.7613511085510254,0.7613511085510254,1243.0,1243.0,,,solved,1,1
c20100.dat,2000,cplex,0.48515748977661133,0.48515748977661133,0.0,0.48515748977661133,0.48515748977661133,1243.0,1243.0,,,solved,1,1
c20100.dat,2000,xpress,0.6794092655181885,0.6794092655181885,0.0,0.6794092655181885,0.6794092655181885,1243.0000000000002,1243.0000000000002,,,solved,1,1
c20100.dat,2000,highs,5.3008763790130615,5.3008763790130615,0.0,5.3008763790130615,5.3008763790130615,1243.0,1243.0,,,solved,1,1
c20100.dat,2000,scip,2.7449591159820557,2.7449591159820557,0.0,2.7449591159820557,2.7449591159820557,1243.0,1243.0,,,solved,1,1
c20100.dat,2000,cbc,98.68681573867798,98.68681573867798,0.0,98.68681573867798,98.68681573867798,1243.0,1243.0,,,solved,1,1
d20100.dat,2000,gurobi,100.16686296463013,100.16686296463013,0.0,100.16686296463013,100.16686296463013,6224.0,6224.0,,,limit,1,1
d20100.dat,2000,cplex,100.0,100.0,0.0,100.0,100.0,6244.0,6244.0,,,TIMEOUT,1,1
d20100.dat,2000,xpress,100.21398401260376,100.21398401260376,0.0,100.21398401260376,100.21398401260376,6222.9999999999945,6222.9999999999945,,,limit,1,1
d20100.dat,2000,highs,100.101247549057,100.101247549057,0.0,100.101247549057,100.101247549057,6250.00000000001,6250.00000000001,,,limit,1,1
d20100.dat,2000,scip,100.9539384841919,100.9539384841919,0.0,100.9539384841919,100.9539384841919,6297.0,6297.0,,,limit,1,1
d20100.dat,2000,cbc,100.63442754745483,100.63442754745483,0.0,100.63442754745483,100.63442754745483,7054.0,7054.0,,,limit,1,1
e20100.dat,2000,gurobi,12.94868516921997,12.94868516921997,0.0,12.94868516921997,12.94868516921997,8436.0,8436.0,,,solved,1,1
e20100.dat,2000,cplex,13.98173451423645,13.98173451423645,0.0,13.98173451423645,13.98173451423645,8436.0,8436.0,,,solved,1,1
e20100.dat,2000,xpress,4.514509677886963,4.514509677886963,0.0,4.514509677886963,4.514509677886963,8435.999999998094,8435.999999998094,,,solved,1,1
e20100.dat,2000,highs,100.09506344795227,100.09506344795227,0.0,100.09506344795227,100.09506344795227,8438.999999999965,8438.999999999965,,,limit,1,1
e20100.dat,2000,scip,100.84481000900269,100.84481000900269,0.0,100.84481000900269,100.84481000900269,8500.999999999998,8500.999999999998,,,limit,1,1
e20100.dat,2000,cbc,100.53683090209961,100.53683090209961,0.0,100.53683090209961,100.53683090209961,10387.0,10387.0,,,limit,1,1
a20200.dat,4000,gurobi,0.15219426155090332,0.15219426155090332,0.0,0.15219426155090332,0.15219426155090332,2339.0,2339.0,,,solved,1,1
a20200.dat,4000,cplex,0.2148139476776123,0.2148139476776123,0.0,0.2148139476776123,0.2148139476776123,2339.0,2339.0,,,solved,1,1
a20200.dat,4000,xpress,0.18631792068481445,0.18631792068481445,0.0,0.18631792068481445,0.18631792068481445,2339.0,2339.0,,,solved,1,1
a20200.dat,4000,highs,0.3715963363647461,0.3715963363647461,0.0,0.3715963363647461,0.3715963363647461,2339.0,2339.0,,,solved,1,1
a20200.dat,4000,scip,0.3329939842224121,0.3329939842224121,0.0,0.3329939842224121,0.3329939842224121,2339.0,2339.0,,,solved,1,1
a20200.dat,4000,cbc,0.45349669456481934,0.45349669456481934,0.0,0.45349669456481934,0.45349669456481934,2339.0,2339.0,,,solved,1,1
b20200.dat,4000,gurobi,0.3896958827972412,0.3896958827972412,0.0,0.3896958827972412,0.3896958827972412,2339.0,2339.0,,,solved,1,1
b20200.dat,4000,cplex,0.5425667762756348,0.5425667762756348,0.0,0.5425667762756348,0.5425667762756348,2339.0,2339.0,,,solved,1,1
b20200.dat,4000,xpress,0.58917236328125,0.58917236328125,0.0,0.58917236328125,0.58917236328125,2339.0,2339.0,,,solved,1,1
b20200.dat,4000,highs,2.9976983070373535,2.9976983070373535,0.0,2.9976983070373535,2.9976983070373535,2339.0,2339.0,,,solved,1,1
b20200.dat,4000,scip,3.227156639099121,3.227156639099121,0.0,3.227156639099121,3.227156639099121,2339.0,2339.0,,,solved,1,1
b20200.dat,4000,cbc,102.12268805503845,102.12268805503845,0.0,102.12268805503845,102.12268805503845,,,,,TIMEOUT,1,1
c20200.dat,4000,gurobi,3.0138959884643555,3.0138959884643555,0.0,3.0138959884643555,3.0138959884643555,2391.0,2391.0,,,solved,1,1
c20200.dat,4000,cplex,1.650193452835083,1.650193452835083,0.0,1.650193452835083,1.650193452835083,2391.0,2391.0,,,solved,1,1
c20200.dat,4000,xpress,4.509255886077881,4.509255886077881,0.0,4.509255886077881,4.509255886077881,2391.0000000000146,2391.0000000000146,,,solved,1,1
c20200.dat,4000,highs,48.12029194831848,48.12029194831848,0.0,48.12029194831848,48.12029194831848,2391.000000000004,2391.000000000004,,,solved,1,1
c20200.dat,4000,scip,34.07080602645874,34.07080602645874,0.0,34.07080602645874,34.07080602645874,2391.0,2391.0,,,solved,1,1
c20200.dat,4000,cbc,100.45512270927429,100.45512270927429,0.0,100.45512270927429,100.45512270927429,2408.0,2408.0,,,limit,1,1
d20200.dat,4000,gurobi,100.12350964546204,100.12350964546204,0.0,100.12350964546204,100.12350964546204,12278.0,12278.0,,,limit,1,1
d20200.dat,4000,cplex,100.90740251541138,100.90740251541138,0.0,100.90740251541138,100.90740251541138,12275.0,12275.0,,,limit,1,1
d20200.dat,4000,xpress,100.29869937896729,100.29869937896729,0.0,100.29869937896729,100.29869937896729,12307.0,12307.0,,,limit,1,1
d20200.dat,4000,highs,100.09709334373474,100.09709334373474,0.0,100.09709334373474,100.09709334373474,12335.0,12335.0,,,limit,1,1
d20200.dat,4000,scip,100.88762927055359,100.88762927055359,0.0,100.88762927055359,100.88762927055359,12361.0,12361.0,,,limit,1,1
d20200.dat,4000,cbc,100.4980525970459,100.4980525970459,0.0,100.4980525970459,100.4980525970459,12803.0,12803.0,,,limit,1,1
e20200.dat,4000,gurobi,8.101264715194702,8.101264715194702,0.0,8.101264715194702,8.101264715194702,22379.0,22379.0,,,solved,1,1
e20200.dat,4000,cplex,6.748445272445679,6.748445272445679,0.0,6.748445272445679,6.748445272445679,22380.0,22380.0,,,solved,1,1
e20200.dat,4000,xpress,7.859683990478516,7.859683990478516,0.0,7.859683990478516,7.859683990478516,22378.999999997308,22378.999999997308,,,solved,1,1
e20200.dat,4000,highs,58.15301871299744,58.15301871299744,0.0,58.15301871299744,58.15301871299744,22379.999999998778,22379.999999998778,,,solved,1,1
e20200.dat,4000,scip,82.5693473815918,82.5693473815918,0.0,82.5693473815918,82.5693473815918,22379.000000000007,22379.000000000007,,,solved,1,1
e20200.dat,4000,cbc,100.52182221412659,100.52182221412659,0.0,100.52182221412659,100.52182221412659,30161.0,30161.0,,,limit,1,1
c20400.dat,8000,gurobi,11.01446533203125,11.01446533203125,0.0,11.01446533203125,11.01446533203125,4782.0,4782.0,,,solved,1,1
c20400.dat,8000,cplex,14.71762490272522,14.71762490272522,0.0,14.71762490272522,14.71762490272522,4782.0,4782.0,,,solved,1,1
c20400.dat,8000,xpress,48.41086268424988,48.41086268424988,0.0,48.41086268424988,48.41086268424988,4782.000000000001,4782.000000000001,,,solved,1,1
c20400.dat,8000,highs,100.0,100.0,0.0,100.0,100.0,4781.999999999999,4781.999999999999,,,TIMEOUT,1,1
c20400.dat,8000,scip,100.17242908477783,100.17242908477783,0.0,100.17242908477783,100.17242908477783,4786.0,4786.0,,,limit,1,1
c20400.dat,8000,cbc,100.413334608078,100.413334608078,0.0,100.413334608078,100.413334608078,4876.0,4876.0,,,limit,1,1
d20400.dat,8000,gurobi,100.88902235031128,100.88902235031128,0.0,100.88902235031128,100.88902235031128,24615.0,24615.0,,,limit,1,1
d20400.dat,8000,cplex,100.1650722026825,100.1650722026825,0.0,100.1650722026825,100.1650722026825,24596.999999999967,24596.999999999967,,,limit,1,1
d20400.dat,8000,xpress,100.19157147407532,100.19157147407532,0.0,100.19157147407532,100.19157147407532,24641.0,24641.0,,,limit,1,1
d20400.dat,8000,highs,100.86555337905884,100.86555337905884,0.0,100.86555337905884,100.86555337905884,24664.0,24664.0,,,limit,1,1
d20400.dat,8000,scip,100.1951858997345,100.1951858997345,0.0,100.1951858997345,100.1951858997345,24736.0,24736.0,,,limit,1,1
d20400.dat,8000,cbc,100.4704532623291,100.4704532623291,0.0,100.4704532623291,100.4704532623291,25189.0,25189.0,,,limit,1,1
e20400.dat,8000,gurobi,9.364574670791626,9.364574670791626,0.0,9.364574670791626,9.364574670791626,44880.0,44880.0,,,solved,1,1
e20400.dat,8000,cplex,5.652296543121338,5.652296543121338,0.0,5.652296543121338,5.652296543121338,44879.00000000007,44879.00000000007,,,solved,1,1
e20400.dat,8000,xpress,5.832749843597412,5.832749843597412,0.0,5.832749843597412,5.832749843597412,44877.99999999996,44877.99999999996,,,solved,1,1
e20400.dat,8000,highs,46.62749624252319,46.62749624252319,0.0,46.62749624252319,46.62749624252319,44877.00000000015,44877.00000000015,,,solved,1,1
e20400.dat,8000,scip,100.18985748291016,100.18985748291016,0.0,100.18985748291016,100.18985748291016,45546.0,45546.0,,,limit,1,1
e20400.dat,8000,cbc,100.38144302368164,100.38144302368164,0.0,100.38144302368164,100.38144302368164,46834.0,46834.0,,,limit,1,1
